ISO_2DIGIT,CNTRY_NAME,st_astext
CI,Cote d'Ivoire,"MULTIPOLYGON(((-5.34083681990666 5.20139116161025,-5.33970878337416 5.19774503371873,-5.31977292952988 5.19055403132637,-5.30299085058317 5.19610905385238,-5.29813672280264 5.19106415395505,-5.303608764487 5.18069104583228,-5.35305495256159 5.14850001132092,-5.39499984018738 5.1686090352853,-5.41097289783732 5.15416416622658,-5.36049087416541 5.1184731842155,-5.27913679226953 5.12541809392995,-5.24028180943895 5.15944493287992,-5.23039082838818 5.19920901693145,-5.16694585614309 5.19555400422256,-5.13377296549103 5.17042707008913,-5.09974595890299 5.1645449857003,-5.07538194559873 5.18555405843018,-5.05028183355554 5.18847314003823,-5.02889088131593 5.17916419834556,-5.01419991957928 5.12522698653703,-5.33471786293345 5.10055401628085,-5.38028188872244 5.09833599705637,-5.40028194794525 5.09778212089299,-5.42838194314331 5.09829107005523,-5.48305491841464 5.09139108734192,-5.8211088090892 5.03889103665585,-5.8594908849413 5.03063603547143,-5.89749979846297 5.02013602533421,-5.95889086914821 4.99750002519343,-6.05770881399698 4.95889113504077,-6.0768088244543 4.94208206636578,-6.21499992138939 4.87777308753897,-6.24975498008928 4.86835400763827,-6.26971782366189 4.86389114709907,-6.31666385765033 4.85055403036711,-6.40639079028963 4.82360906142986,-6.55555497197849 4.76889115915738,-6.57916394344261 4.75819115680983,-6.59916383502733 4.73721812626371,-6.61889081184393 4.72278214202237,-6.70944587651925 4.69139107635232,-6.7463907912489 4.68374493661625,-6.7886087612809 4.68416419941425,-6.82555484947699 4.67971810268146,-6.87139078420577 4.67000012411269,-6.9081908596481 4.65715401927012,-6.92339982300243 4.63319116385296,-7.03819987795663 4.54471799629415,-7.0716639559258 4.53000004482921,-7.13402682446792 4.51763606705863,-7.19461775867379 4.51501806341349,-7.20666389467505 4.50860909258958,-7.30110883298693 4.45250012966221,-7.38194591909351 4.3934730909552,-7.41819982972342 4.35805401788389,-7.43639090659784 4.34916417135118,-7.4697178566307 4.34471807461838,-7.49778180964501 4.34721806106647,-7.52539984540914 4.35280912577623,-7.55604592752286 4.37809112511884,-7.55999983889984 4.45444506648047,-7.55444598984027 4.53721803694987,-7.55110881890067 4.60597311250949,-7.55778181967534 4.74416420944461,-7.56139089955471 4.78152704586772,-7.58742676727101 4.81081810951034,-7.59083669313037 4.82194508600682,-7.5883367066823 4.90583603472489,-7.56055488852965 5.05139113653438,-7.50368183130669 5.09541808891478,-7.36839975769576 5.32569109801194,-7.38418187559085 5.36838214266052,-7.4259728714739 5.39597318869633,-7.43639090659784 5.43389107474928,-7.41639084737503 5.48583607580552,-7.39139081525605 5.54083594530161,-7.37249984946453 5.56944505729997,-7.39976383363754 5.63142705216072,-7.40555489055763 5.64639109630357,-7.43166384846981 5.71500015910947,-7.43610877173617 5.74360910346977,-7.43305490912471 5.78944503819854,-7.4277818538223 5.81139104006799,-7.4256909042503 5.8455540011259,-7.44784595078553 5.86007313384698,-7.49805489205121 5.84333598190143,-7.56360875114115 5.88305396548536,-7.65499982684153 5.93805400261952,-7.6875729085007 5.91076420218467,-7.75763673442577 5.94666422886152,-7.78347294520788 5.97805395342706,-7.77971785257481 6.01430903752342,-7.78916392220378 6.07055395492067,-7.82569980005729 6.2061091109378,-7.87583682459353 6.24528210317574,-7.89778182063461 6.26194499145895,-7.9994459245336 6.30055404924967,-8.06749977007161 6.29360913953522,-8.12221783998214 6.27778209463901,-8.14360879222178 6.27555401713069,-8.16972680258942 6.27500014096731,-8.37444590340422 6.36055405928002,-8.47528187526717 6.43583595522253,-8.54409981510076 6.49215396281568,-8.60638188209603 6.50781806351371,-8.60291780914201 6.52298209986689,-8.57839990409502 6.52930909567752,-8.56701778246517 6.55211809830033,-8.54013668363029 6.56194504161067,-8.52847293005294 6.5958640892855,-8.50434595697115 6.6053450276318,-8.48288191453562 6.62020899185048,-8.45778180249246 6.63645395844019,-8.44680888537675 6.65612712343822,-8.43507287979384 6.65241813127274,-8.41805493409112 6.66721805775096,-8.37860885944696 6.71555397892783,-8.36416382275019 6.73944508525361,-8.33972671925002 6.78444500895733,-8.32749986941579 6.81055396686953,-8.30889087084788 6.85805404465941,-8.29055495468617 7.02278207948406,-8.28666390758318 7.17847308155582,-8.32333674573496 7.20305401851486,-8.35055496471651 7.22944494365068,-8.39194597617893 7.31527311783606,-8.40305484776451 7.37721806468466,-8.40999975747897 7.42028210402557,-8.40971779025534 7.45353596386255,-8.41583674722858 7.49639112617575,-8.43611776784661 7.53142697863279,-8.46974596348045 7.56132707136183,-8.42028183813301 7.60471800492751,-8.39819988179366 7.61819107612936,-8.28555498178997 7.58250009411829,-8.21874601651507 7.54500012975883,-8.18646395453499 7.57305402448929,-8.18680878603257 7.60097313821632,-8.18444592752081 7.62152707360251,-8.09444591247529 7.78250001579406,-8.08042684409907 7.80540004588561,-8.11145497336062 7.84118205536541,-8.11902684943433 7.86479102682952,-8.07666387247698 7.94916410261958,-8.05597280915447 7.97666412118666,-8.05041778662846 8.01889114367414,-8.05339084769309 8.03281801111517,-8.01889093412657 8.03028215012138,-7.94683674146788 8.01850909652633,-7.951254842644 8.03624503605705,-7.9994459245336 8.15389108242337,-8.02055490954962 8.17971807311196,-8.06305484680524 8.16374501546203,-8.1099998749653 8.17444501780956,-8.17471789066823 8.1977731955165,-8.2288908015947 8.24027313277213,-8.2319460053107 8.27444497864745,-8.23472678551596 8.31500014672288,-8.24101773914282 8.44654506497355,-8.18839983889779 8.49916413868505,-7.9488908106658 8.50166412513313,-7.81708186246436 8.48610915681475,-7.78416394930761 8.45458213667482,-7.76083677742903 8.41569111166048,-7.74892676353571 8.3827820833211,-7.69778189895885 8.37083602724402,-7.65337289943062 8.38383602382933,-7.66555498990181 8.41583595094775,-7.67486393159444 8.43763610770155,-7.67528185328794 8.54750005986192,-7.67347287093958 8.61527311164275,-7.75083683163666 8.71763609863046,-7.79236396520704 8.7555539846834,-7.88389082773926 8.77541808943633,-7.91055483528129 8.76721807353688,-7.94076388496225 8.7801360951089,-7.95625498317824 8.80444495549011,-7.95680885934163 8.82610915777401,-7.93666396083157 8.93305402832635,-7.928054908056 8.97208218127702,-7.91416391516066 9.00291802967918,-7.89889091406587 9.01889108732912,-7.8105548744434 9.06916423397331,-7.73649086903569 9.07245396334081,-7.73610882188788 9.09166411200614,-7.7972268101669 9.12582707306406,-7.90319083040691 9.17958206229706,-7.91999989908189 9.20402704478622,-7.91721777777212 9.23500002112472,-7.87722671178199 9.35152708341398,-7.96194596017415 9.38971805187315,-8.01930885582007 9.38805407645012,-8.05583668704651 9.40333596236228,-8.06451782418958 9.41880912330544,-8.10916386394024 9.46416410442868,-8.13194587683475 9.49694505728716,-8.14360879222178 9.53389114548322,-8.14528182010028 9.55721798208566,-8.14749983932475 9.62055398958915,-8.11472676545526 9.80555399257636,-8.11118189095441 9.80900012825755,-8.10423681360189 9.81486410773547,-8.10416389104407 9.86416411541828,-8.12999976655004 9.88610911145935,-8.15819984167229 9.92757321311765,-8.14763679962303 9.98389105307274,-8.10104599069214 10.0536090416718,-8.06555500089141 10.0619450120412,-8.04194586178923 10.073326966033,-8.01916384889472 10.0891642368511,-8.00499977359317 10.1056911706644,-7.97398187025351 10.1656090380434,-7.96375494252254 10.1598640815909,-7.93944591450327 10.1570821279192,-7.88916388304168 10.1738910289561,-7.82645484189746 10.2023641864846,-7.78778191400437 10.2452820454337,-7.75659989300007 10.2961090682413,-7.75471782045582 10.3308270789291,-7.73194586584515 10.3772180632877,-7.70319090873113 10.4033270211999,-7.63799093359427 10.446664142947,-7.45166390769262 10.3972181225105,-7.35972683481785 10.3508269705138,-7.34819987390071 10.3270820445798,-7.26971776731688 10.2544449743727,-7.18389093423602 10.2366641078408,-7.1280548860768 10.2230540763407,-7.07860886564026 10.2033359843415,-7.06131783753133 10.1898640866061,-7.03958188615604 10.1562449434277,-7.01944587246336 10.142153958322,-6.98805497443138 10.1475001038203,-6.96860879137193 10.155973202126,-6.94833682320936 10.1775001088355,-6.94541774160135 10.2081911179504,-6.95541785503175 10.2258269775569,-6.98104585933842 10.2478450637939,-6.96049091812384 10.3335361100429,-6.94083669622702 10.3537450462935,-6.71971773125139 10.3505540557456,-6.65640888111429 10.3540642291673,-6.65083675950575 10.360973096698,-6.63194596135227 10.4336091610767,-6.65028187751398 10.4527732092745,-6.66923671340788 10.4606910903122,-6.68499988820173 10.4916642342888,-6.6766639178324 10.5983269699795,-6.66916395848813 10.6281911881628,-6.64559991402515 10.6639911349155,-6.62159984295781 10.6609000566538,-6.60180882840078 10.6372910851897,-6.5893088961603 10.6100001112884,-6.53305492630759 10.5761090591702,-6.42190887823392 10.5516640766811,-6.38805487412793 10.5941269659246,-6.41708190781978 10.6231270098881,-6.41354591813629 10.6879821535274,-6.24339982108393 10.7352540759122,-6.22440877536818 10.7229090412428,-6.18909984050492 10.6365269908941,-6.21249976730326 10.5694449432129,-6.18305497955598 10.4636089984538,-6.18166391890108 10.4347180868699,-6.18028191070167 10.4030539387936,-6.17999977583997 10.3647181310472,-6.19716390193449 10.2363642033444,-6.18833675203769 10.2316641349446,-6.14555484755846 10.211945037117,-6.11139088067216 10.1977730828265,-6.09028189565615 10.190836052101,-6.00416387525814 10.1912450889771,-5.97736391324622 10.2165270883197,-5.96402679651427 10.2376360733357,-5.93749991690856 10.2844449793878,-5.88221774491274 10.3697181039434,-5.79749983762508 10.4212450156681,-5.7823088115436 10.4264270435017,-5.74639084759391 10.4233359652401,-5.72610882114748 10.4227820890767,-5.70180884558368 10.4300000811973,-5.6692367697529 10.4459731388473,-5.56569092858575 10.4572181325408,-5.51984594140154 10.4362730975514,-5.52083668235963 10.4277731771555,-5.47028190376795 10.3480540692976,-5.40409990485233 10.2976360833661,-5.37110890149967 10.289444952284,-5.33833683345858 10.2969450792664,-5.30749981158996 10.3052731706467,-5.26860878657564 10.319164163542,-5.24389088931832 10.3197180397054,-5.12819078559863 10.3030539779558,-4.99028182352521 10.0638911223259,-4.94971777063239 9.94860910793778,-4.83028185265698 9.86250013999523,-4.78639085474646 9.82805403824726,-4.78541788342312 9.78291799243559,-4.81020887087635 9.77784509698157,-4.77528181552282 9.73666413601332,-4.70444584867505 9.6980540723942,-4.6552088729043 9.7029180908205,-4.60499976400055 9.72069107836337,-4.51471778173141 9.69027315165471,-4.42610882734078 9.65750007778522,-4.33049092549527 9.61528210775319,-4.31245491383001 9.59997306447467,-4.30971788715945 9.60110914763423,-4.28305488544581 9.65166409386399,-4.27944597320453 9.67582710912953,-4.26200876470381 9.74291804162804,-4.12416384037081 9.82930914443226,-4.03416382532529 9.80694505323125,-3.93639076852926 9.86305401615861,-3.90347285537251 9.88221806435637,-3.89083680102411 9.8942360371629,-3.88221785760277 9.8977820851302,-3.75360878476653 9.93500008226604,-3.70639084183833 9.9436091350416,-3.63708189011533 9.95444509185901,-3.39416394185236 9.92000016357748,-3.20860888923531 9.90139116500957,-3.12389081430959 9.83610904722137,-2.98610875425058 9.72444499753001,-2.96916389874377 9.69986422820904,-2.93749991830555 9.62777315517627,-2.92097281685417 9.57680900443236,-2.85083673892351 9.48139109479716,-2.80139088612503 9.42389107121491,-2.77971779902376 9.4036090447685,-2.75701776114252 9.39569116373073,-2.7316638450705 9.41083608934461,-2.68556388039093 9.48181806894611,-2.67471786528969 9.46597308677705,-2.66778184039262 9.3827731421587,-2.68708184306027 9.22527315773857,-2.71375490305775 9.19971807598975,-2.76083672387799 9.12166411702131,-2.76749983400688 9.06360904380924,-2.72958194795396 9.03291803469435,-2.65989983390054 9.01454507052051,-2.61666396554403 8.91444502975843,-2.59819092144602 8.81666409397342,-2.61779988106557 8.78413610695345,-2.61139091024165 8.7801360951089,-2.58499093265038 8.78124502090211,-2.58052673100667 8.76817310758736,-2.5708367479946 8.71333601465139,-2.5594459091854 8.64471806702809,-2.49555485205209 8.24944494652846,-2.48778181030158 8.1977731955165,-2.56028192021046 8.16416411062197,-2.60028187101801 8.1219449671235,-2.66028188104835 8.02305393207881,-2.77513675364943 7.94291807599384,-2.78499990678162 7.85360906504805,-2.83971780905409 7.75666414028808,-2.85499081014888 7.74198206336882,-2.92360875777214 7.59555407016019,-2.94860878989115 7.43194501941259,-2.97333674543231 7.26221801752015,-3.0238908534717 7.0730540526618,-3.09635492119682 7.05061804473135,-3.11889084141342 7.00194500340783,-3.22444599241538 6.8186180282991,-3.20889085645894 6.75333607814896,-3.20666395241705 6.69528217840333,-3.24194589755203 6.6427730752618,-3.24889080726646 6.61374503574157,-3.23194595175966 6.54277311442392,-3.20721782858044 6.44694499444617,-3.16916382041956 6.29277312851018,-3.16721787777288 6.26958207873956,-3.16803678971542 6.25630899974804,-3.14708186408021 6.24791804409372,-3.09471776786401 6.14527308988241,-3.08860886917464 6.11166417262594,-3.07028183783032 5.9919449463224,-3.00639078069699 5.85778219206466,-3.01360877281766 5.70750003212713,-2.96028193120006 5.62721799565037,-2.93097293028461 5.61200903229604,-2.89999978630806 5.61694496745179,-2.87999989472331 5.62444509443412,-2.83999977627769 5.62944506733031,-2.79749983902207 5.61555407443497,-2.76444597139542 5.57916420933518,-2.74166395850091 5.44639117462781,-2.76889089466178 5.3505540021946,-2.78360884612673 5.28028213743211,-2.76263682140899 5.20416423046456,-2.74416394494901 5.17305395855166,-2.72930886554772 5.1413911515799,-2.73444596638026 5.11278203958155,-2.75360884111154 5.10083598350447,-2.92812677123439 5.10021806960064,-2.93221781054771 5.11513601327592,-2.8958368302653 5.13278209880436,-2.87528188905074 5.13944504129519,-2.84795487296569 5.14683603589788,-2.86305487157844 5.18277311058687,-2.92971782409961 5.16833595287909,-3.00610881347339 5.12889105170137,-3.13610877932646 5.1422181101495,-3.19791777170516 5.20736410582975,-3.19749985001167 5.23528204609033,-3.17139089209948 5.27610912310553,-3.13208194539166 5.31548210755381,-3.12583675695623 5.34694508995329,-3.14020887109521 5.36430904062006,-3.22610879437195 5.35750008537549,-3.25757295023792 5.33229117622879,-3.26028181371373 5.27805405992379,-3.2649998193863 5.22639102609116,-3.27847289058815 5.13778207170053,-3.29799082273894 5.11916418831522,-3.3501368218339 5.11736409078423,-3.39889083234232 5.12360911158157,-3.4263908509094 5.13055402129602,-3.45430879116998 5.1401360453949,-3.51249981885195 5.14750005026929,-3.55006382095183 5.15134499690467,-3.67028193813377 5.17500006883637,-3.75666382084447 5.19110908095619,-3.79680877857734 5.19160009284559,-3.95221781342548 5.23027318837676,-3.97833682962153 5.23833607633986,-4.00354590640629 5.25666411351256,-3.93778182918416 5.27166419983918,-3.88916394078367 5.26944500714825,-3.84528182769054 5.26500008388189,-3.78110880333361 5.25805400070099,-3.73471781897501 5.25916409996066,-3.7147177597522 5.27847315508374,-3.75444596925803 5.3533359558663,-3.77139082476487 5.37055406141741,-3.81173678053645 5.37263595853393,-3.80555495928922 5.35152697351792,-3.77513669730442 5.32680907626062,-3.73875487883171 5.27603603290964,-3.79583681308239 5.27250004322616,-3.84860877270825 5.29666423195816,-3.91139090404835 5.32000012101605,-4.06028183569293 5.29666423195816,-4.32333680347696 5.30305392440472,-4.46805488843304 5.29555396506044,-4.48131774150266 5.27840006488785,-4.51249976250693 5.25721798967594,-4.60541785333211 5.23889112596969,-4.74166384581088 5.22471799821267,-4.79849985502173 5.21224505570051,-4.80083672963357 5.20971807952412,-4.80749983976247 5.17652708396115,-4.78728185105649 5.16830913078886,-4.73639079050849 5.19750011450726,-4.71444596210549 5.20277316980967,-4.55597283872396 5.22139105319498,-4.51055499332673 5.22305402278964,-4.47083667446668 5.22027307494632,-4.44639085378719 5.21778214095367,-4.40555489195461 5.22221801176458,-4.29166393822138 5.24221807098739,-4.22555486186357 5.25569114218924,-4.14639080363548 5.27721804889875,-4.12610877718907 5.27721804889875,-4.09319086403229 5.27721804889875,-4.04034598184865 5.27450901778487,-4.00569083543488 5.23097307729385,-4.19569081131829 5.20402710252822,-4.23778187933587 5.20194503777363,-4.26471779581766 5.20139116161025,-4.34971783796701 5.19750011450726,-4.6302819309812 5.17694500565463,-4.6625728777787 5.1686090352853,-4.71389091247565 5.15250002316547,-4.75333681948175 5.14444501419138,-4.77805488437713 5.14166423398612,-4.78768183547714 5.14206421840677,-4.79139082764266 5.14083610195007,-4.83971786400213 5.13471798316716,-4.89389077492862 5.12860908447776,-4.94583678181326 5.12860908447776,-4.97916389948418 5.13180912748102,-5.00839981020374 5.16298209602985,-4.99868183163497 5.20798218737164,-5.02666397727407 5.21471805242031,-5.06991778290339 5.20193598531817,-5.10982687388025 5.18387315156269,-5.16401788971766 5.20740014801351,-5.195836767727 5.21666416270502,-5.22889080299169 5.21471805242031,-5.26101779976261 5.21094502251437,-5.27166382265355 5.21583603066897,-5.32291781961007 5.22895404445131,-5.34083681990666 5.20139116161025)),((-3.10227288013135 5.10954494856614,-3.10304585924436 5.08501799106371,-3.14860887920497 5.09583601060828,-3.16833669421189 5.11721807803052,-3.10227288013135 5.10954494856614)))"
GH,Ghana,"POLYGON((-3.14708186408021 6.24791804409372,-3.16803678971542 6.25630899974804,-3.16721787777288 6.26958207873956,-3.16916382041956 6.29277312851018,-3.20721782858044 6.44694499444617,-3.23194595175966 6.54277311442392,-3.24889080726646 6.61374503574157,-3.24194589755203 6.6427730752618,-3.20666395241705 6.69528217840333,-3.20889085645894 6.75333607814896,-3.22444599241538 6.8186180282991,-3.11889084141342 7.00194500340783,-3.09635492119682 7.05061804473135,-3.0238908534717 7.0730540526618,-2.97333674543231 7.26221801752015,-2.94860878989115 7.43194501941259,-2.92360875777214 7.59555407016019,-2.85499081014888 7.74198206336882,-2.83971780905409 7.75666414028808,-2.78499990678162 7.85360906504805,-2.77513675364943 7.94291807599384,-2.66028188104835 8.02305393207881,-2.60028187101801 8.1219449671235,-2.56028192021046 8.16416411062197,-2.48778181030158 8.1977731955165,-2.49555485205209 8.24944494652846,-2.5594459091854 8.64471806702809,-2.5708367479946 8.71333601465139,-2.58052673100667 8.76817310758736,-2.58499093265038 8.78124502090211,-2.61139091024165 8.7801360951089,-2.61779988106557 8.78413610695345,-2.59819092144602 8.81666409397342,-2.61666396554403 8.91444502975843,-2.65989983390054 9.01454507052051,-2.72958194795396 9.03291803469435,-2.76749983400688 9.06360904380924,-2.76083672387799 9.12166411702131,-2.71375490305775 9.19971807598975,-2.68708184306027 9.22527315773857,-2.66778184039262 9.3827731421587,-2.67471786528969 9.46597308677705,-2.68556388039093 9.48181806894611,-2.68916390781484 9.48750016112461,-2.71403670264328 9.52119105339438,-2.74507287853189 9.54410013594138,-2.76895493240221 9.56971808196418,-2.76958189876149 9.60083606522802,-2.76139076767944 9.62736411830016,-2.74466384165578 9.65303604377957,-2.75152677635697 9.65639115199201,-2.78507282933944 9.6881910869001,-2.79416384154894 9.73236421967229,-2.76319086521042 9.80055401968018,-2.77721781257566 10.0080540683383,-2.79541777426746 10.0550001023267,-2.7944459764106 10.1630540663103,-2.77139088110988 10.2169450100132,-2.79055492930763 10.2708270688987,-2.83389087758832 10.3655539744342,-2.89194595080039 10.519445046613,-2.91639093328956 10.5980540552113,-2.91610879842787 10.6552821698538,-2.92752679460344 10.7081449893103,-2.90694586948894 10.7370821689998,-2.83694591366623 10.8858270878907,-2.83360874272662 10.9575000715919,-2.8340459427975 11.0020091510443,-2.73499984254363 11.0019449456658,-2.29999985364267 11.0011091022788,-1.99139091835346 11.0002730912538,-1.72860886533758 11.0002730912538,-1.57083680433962 11.0002730912538,-1.56018189663129 11.0235642209486,-1.41967286818556 11.0264730766347,-1.3727818194821 10.999718041624,-1.09194598516621 11.0059731207051,-0.98694588379405 11.0144450455443,-0.902217750584498 11.0066641248048,-0.784445975670195 10.9980540662009,-0.679836806263268 10.997800094534,-0.67860885744463 10.9886090024003,-0.666108757566093 10.9568090674922,-0.618472892944396 10.913891040905,-0.364163938234185 11.0847180837733,-0.286872900094892 11.1556911785574,-0.176945916022476 11.1447180938036,-0.149763906862773 11.1385361049183,-0.144863846252719 11.1243001128873,-0.099163865993802 11.0931911820789,-0.07721786412435 11.0916641669542,-0.043508866943682 11.1020449864279,-0.005136681737383 11.0988360586072,0.03131805929317 11.0771539190505,0.034718094506758 11.0213911287252,0.032218108058686 10.9900000630552,-0.020281942627406 10.8586090365473,-0.059445882409875 10.7822180471735,-0.082054892822356 10.7026000250681,-0.083608897675418 10.698609065679,-0.078754937532977 10.650836073121,-0.06375485120634 10.6312450507743,-0.002217767767405 10.6083270834099,0.037845047314136 10.5904181413971,0.120600248148747 10.5216731241214,0.228891252354828 10.4094449723447,0.285136169752064 10.4143731961495,0.303336131443899 10.38944508076,0.366527132022043 10.2541641806155,0.357782124776605 10.1969449507904,0.349718063347041 10.1152731947633,0.355136125574774 10.0934732056476,0.372500243879614 10.0827732033,0.395691126012167 10.0675640723076,0.400227076747257 10.0304910820971,0.356182187093992 10.0302822050694,0.324445116459884 9.76221804429568,0.259309179063479 9.66492711457167,0.223191222903466 9.55013611207293,0.217218111045895 9.46028210978115,0.229309174048325 9.43101803586684,0.248609176715945 9.42278214542171,0.282082139502535 9.42000002411193,0.33631808234108 9.44492696603503,0.355282138328505 9.48513596150835,0.422991152368922 9.496182136458,0.462782226148732 9.48833600451161,0.50124510354766 9.47250007479801,0.550627086243765 9.40889115252635,0.552782241194251 9.36736418659405,0.527500241851641 9.20639107676443,0.519445065239495 9.18805398713629,0.501109149077791 9.15750010595772,0.45528226680446 9.06027321397416,0.448682188587611 9.03221797813917,0.513473294486431 8.91986409781455,0.520553991032699 8.88874494108427,0.512782122748632 8.84444507393572,0.511173132610594 8.842491084662,0.488682139395138 8.79582701789717,0.382736056428001 8.76075394978992,0.388473133891495 8.7384731747067,0.412363234388891 8.69055400175688,0.470073140827225 8.59555401381517,0.538336031031008 8.55555406300763,0.632218208362104 8.49347316168914,0.649863288062164 8.4730540073064,0.698891219167137 8.38860901478689,0.726245057342425 8.32374498633025,0.728609089320628 8.29520913216585,0.704445068226704 8.27305391799256,0.666945103867249 8.25374503050753,0.638336159506963 8.23750006391782,0.611663267147549 8.21610911167821,0.597500197674378 8.09471803096264,0.622927203942311 7.89672708384556,0.593191228877885 7.7018731478197,0.52124516277047 7.58541800225987,0.514163292757758 7.55778219686097,0.512782122748632 7.53110913686349,0.510554045240326 7.4605539637729,0.536527048682643 7.41597313522911,0.568263281126406 7.38666413431365,0.598336041061344 7.38763609980859,0.642636075847975 7.39784509026674,0.652954031047727 7.36964501514449,0.65221809994685 7.28277312637279,0.640000134930006 7.20555400496296,0.608745023729824 7.0172180045026,0.58930923423037 6.9936090330385,0.525000087765505 6.94778215076516,0.569027040145897 6.81471809637873,0.64381809183709 6.73353601113648,0.650691252460149 6.7081911475199,0.647218127050678 6.67666412737995,0.643336132403135 6.64680912929012,0.659718059291123 6.61041809072388,0.690836042554963 6.58916409878253,0.728363331918843 6.5842001680701,0.743891142870865 6.55721798348264,0.724673282854582 6.53564497630555,0.722782157854851 6.52444507725123,0.727363203229146 6.50152710988684,0.758891229197474 6.44778217893767,0.788336184582818 6.41555392877612,0.904718072308697 6.32944496083357,1.00152704259878 6.32528217242889,1.06221805672882 6.21944505420332,1.09997316622164 6.16034509293847,1.11500024227658 6.16083610482785,1.2011092102191 6.16000009380281,1.2027822380976 6.11777307131533,1.19889119099463 6.10054507511845,1.17221813099715 6.09013609244998,1.13694507067956 6.06944502912746,1.09889123015674 6.04028204096572,1.07486333117075 6.02000001451931,1.03055407629063 5.96194494130724,1.01000014090442 5.91333610536221,1.00326327002739 5.88513603023995,1.00194513193034 5.85291800600029,0.992363275469529 5.82486411126985,0.969027051135498 5.79778218203433,0.945000157977915 5.780835985423,0.920000125858905 5.77194496542383,0.79000016000586 5.75666408534005,0.687991224609277 5.75385396847359,0.694653999462048 5.77336418927347,0.666663304281712 5.80319102416854,0.650518082340056 5.83718215621089,0.657500207704715 5.85000009785871,0.657782174928315 5.88028207009749,0.650554124523808 5.91028207511266,0.635836173058863 5.94450907391102,0.581245172800806 6.00124500319767,0.506463173565095 6.05859113503719,0.447082250904998 6.08083603557471,0.405136022174702 6.08104508024049,0.380554079387281 6.05131798999348,0.311318217860162 6.05857319776435,0.278891148954727 6.0913910309969,0.260973154486521 6.10097305509578,0.237636091962202 6.10486410219876,0.217218111045895 6.09819110142408,0.208200189032311 6.08970006584558,0.221109158148863 6.08971800311842,0.25221808895725 6.08263596546763,0.284163198428757 6.05950912107552,0.309509235511797 6.03881805775301,0.322382162444597 6.03583594423291,0.353745064919906 6.02333601199245,0.378545104828561 6.02624503531665,0.408473193114276 6.06152698045162,0.430418189155347 6.06979103409151,0.488891184060918 6.04360915362147,0.506391256835656 6.03360904019105,0.575000152003469 5.9919449463224,0.59416319437284 5.9731911084672,0.617782224120788 5.94236414488243,0.642709166043886 5.88458215407657,0.639527060313469 5.84548208439647,0.663745060863988 5.7599269926173,0.464718110511541 5.76416421232238,0.405836078729862 5.77027311101179,0.383336033058981 5.77416415811476,0.362636084919075 5.7779180772814,0.309718112539485 5.77639106215663,0.255836053654008 5.75778206358872,0.138336187679471 5.7122180377997,0.069163190426366 5.66895400624846,0.036391122385254 5.62902697799875,-0.069163860978648 5.57805394243745,-0.209999783649124 5.52833601306115,-0.266254926968287 5.51124497716255,-0.299445922531248 5.50389103057199,-0.35785487969639 5.49313604293947,-0.428336794953054 5.43694493736075,-0.485072891877763 5.37486420368032,-0.534163854894786 5.35416408790235,-0.579445913460177 5.35166410145426,-0.649717778222652 5.32750008036032,-0.694163825763013 5.30513598915931,-0.710690927214387 5.29041803769437,-0.72930881059969 5.26805394649337,-0.798126750433312 5.2078450594353,-0.89999989899809 5.20028206817896,-0.982917876392804 5.19610905385238,-1.04444590737631 5.19791803620076,-1.06680882511088 5.19444507842935,-1.12916381466397 5.16305401275929,-1.15971786348058 5.13889116513181,-1.17916387890193 5.12444495496857,-1.21166387036521 5.10916407488479,-1.26055484117191 5.09208209144164,-1.30083675920306 5.09000002668704,-1.41555483914396 5.06527307697428,-1.53639087022969 5.03500015719095,-1.56882682395252 5.01942708396166,-1.59513677990344 5.02416420037352,-1.61958193003065 5.01680908031652,-1.71032676099441 4.92803600826126,-1.73639079190548 4.91360907647537,-1.95583672900258 4.7686090242957,-2.0588908877281 4.73083597753003,-2.08680882798865 4.72708205836339,-2.10416389383803 4.74721807205607,-2.25721778152535 4.87694495550292,-2.28013675471814 4.89180908735965,-2.32999985865786 4.91389104369898,-2.35194586052728 4.91944506039661,-2.38125486144276 4.92458216122913,-2.43583680924536 4.93194499263707,-2.50416390482764 4.94639103516225,-2.54860877890152 4.95694502475607,-2.58666396052888 4.96694497054843,-2.72999986964746 5.00639104519259,-2.84278189758746 5.02305393347581,-2.86583682525014 5.0275000302086,-2.9774998691131 5.04986412140961,-3.03944598942814 5.06374505602112,-3.07278182427842 5.07471814077488,-3.10304585924436 5.08501799106371,-3.10227288013135 5.10954494856614,-3.04166384101458 5.10721813223815,-2.97555493229484 5.08305394350614,-2.92812677123439 5.10021806960064,-2.75360884111154 5.10083598350447,-2.73444596638026 5.11278203958155,-2.72930886554772 5.1413911515799,-2.74416394494901 5.17305395855166,-2.76263682140899 5.20416423046456,-2.78360884612673 5.28028213743211,-2.76889089466178 5.3505540021946,-2.74166395850091 5.44639117462781,-2.76444597139542 5.57916420933518,-2.79749983902207 5.61555407443497,-2.83999977627769 5.62944506733031,-2.87999989472331 5.62444509443412,-2.89999978630806 5.61694496745179,-2.93097293028461 5.61200903229604,-2.96028193120006 5.62721799565037,-3.01360877281766 5.70750003212713,-3.00639078069699 5.85778219206466,-3.07028183783032 5.9919449463224,-3.08860886917464 6.11166417262594,-3.09471776786401 6.14527308988241,-3.14708186408021 6.24791804409372))"
