PATH,ROW,astext
166,45,"POLYGON((44.1672926214397 21.0421865514661,44.1672 21.0422,44.175057300069 21.0764794195018,44.1844102509398 21.1172839864226,44.4979054871039 22.4849846746946,44.5060420279262 22.5204823512112,44.5151 22.56,44.5152174337768 22.5599829420624,46.2899 22.3022,46.2845930533592 22.280219259553,45.930382350977 20.8131207489481,45.9241 20.7871,44.1672926214397 21.0421865514661))"
157,59,"POLYGON((55.6615547616129 2.08785657141022,55.6616 2.08785,55.3528677164073 0.636073644560723,55.338 0.56616,53.6929322399283 0.805135316577672,53.6929 0.80514,54.0154 2.32698,54.0154422326261 2.32697386521208,55.6615547616129 2.08785657141022))"
166,46,"POLYGON((43.8405719756939 19.5988895500486,43.8405 19.5989,43.8475736459909 19.6301409077155,43.8575010117809 19.6739853295175,44.1672926214397 21.0421865514661,44.175057300069 21.0764794195018,44.1843 21.1173,44.1844102509398 21.1172839864226,45.942 20.862,45.930382350977 20.8131207489481,45.5922589755257 19.3905250652218,45.5817 19.3461,43.8405719756939 19.5988895500486))"
166,47,"POLYGON((43.5172170152221 18.1550830057226,43.5171 18.1551,43.5291504804616 18.2088862908409,43.5339465720718 18.2302932363204,43.8405719756939 19.5988895500486,43.8475736459909 19.6301409077155,43.8574 19.674,43.8575010117809 19.6739853295175,45.5994 19.421,45.5922589755257 19.3905250652218,45.2543358175162 17.9484089882576,45.244 17.9043,43.5172170152221 18.1550830057226))"
166,48,"POLYGON((43.1969830551064 16.7108879328268,43.1969 16.7109,43.2069014627084 16.7559926481872,43.2135552557653 16.7859919751032,43.5172170152221 18.1550830057226,43.5291504804616 18.2088862908409,43.5339 18.2303,43.5339465720718 18.2302932363204,45.2615 17.9794,45.2543358175162 17.9484089882576,44.9231394782486 16.5157110269165,44.9107 16.4619,43.1969830551064 16.7108879328268))"
166,49,"POLYGON((42.8794148574762 15.2661833122297,42.8793 15.2662,42.8940369473901 15.3332173927095,42.8958138490199 15.3412979884514,43.1969830551064 16.7108879328268,43.2069014627084 16.7559926481872,43.2135 16.786,43.2135552557653 16.7859919751032,44.928 16.537,44.9231394782486 16.5157110269165,44.5859177116748 15.0386874728607,44.5814 15.0189,42.8794148574762 15.2661833122297))"
166,50,"POLYGON((42.5642153328012 13.8210977728234,42.5642 13.8211,42.5663776116388 13.8310831279051,42.5806001420485 13.8962854521776,42.8794148574762 15.2661833122297,42.8940369473901 15.3332173927095,42.8958 15.3413,42.8958138490199 15.3412979884514,44.5984 15.094,44.5859177116748 15.0386874728607,44.2579084673187 13.5851863392771,44.2557 13.5754,42.5642153328012 13.8210977728234))"
166,51,"POLYGON((42.2675026115437 12.4508850937582,42.5642153328012 13.8210977728234,42.5663776116388 13.8310831279051,42.5805 13.8963,42.5806001420485 13.8962854521776,44.2725 13.6505,44.2579084673187 13.5851863392771,43.9393068654416 12.1590827636385,43.9331 12.1313,42.2512 12.3756,42.2675026115437 12.4508850937582))"
166,52,"POLYGON((43.9393068654416 12.1590827636385,43.6251688232779 10.7395300348956,43.6135 10.6868,41.9399 10.9299,41.9560891902532 11.0050870484735,42.2674 12.4509,42.2675026115437 12.4508850937582,43.9498 12.2065,43.9393068654416 12.1590827636385))"
166,53,"POLYGON((41.6301430454743 9.48392374750537,41.6301 9.48393,41.64165943308 9.53788478005018,41.646216971538 9.55915753480977,41.956 11.0051,41.9560891902532 11.0050870484735,43.6301 10.762,43.6251688232779 10.7395300348956,43.3129966415417 9.31705048783078,43.2965 9.24188,41.6301430454743 9.48392374750537))"
166,54,"POLYGON((41.3215929536996 8.03773649783549,41.3215 8.03775,41.6301430454743 9.48392374750537,41.64165943308 9.53788478005018,41.6462 9.55916,41.646216971538 9.55915753480977,43.3129966415417 9.31705048783078,43.313 9.31705,42.9859206275311 7.81549694004285,42.9818 7.79658,41.3215929536996 8.03773649783549))"
166,55,"POLYGON((41.0139286872528 6.59137583271331,41.0139 6.59138,41.027094723741 6.65340376164467,41.029906112379 6.66661911212839,41.3215929536996 8.03773649783549,41.3376 8.11298,42.9981 7.87178,42.9859206275311 7.81549694004285,42.6852758273819 6.4261635112648,42.669 6.35095,41.0139286872528 6.59137583271331))"
166,56,"POLYGON((40.7069468355228 5.14489319663752,40.7069 5.1449,41.0139286872528 6.59137583271331,41.027094723741 6.65340376164467,41.0299 6.66662,41.029906112379 6.66661911212839,42.6852758273819 6.4261635112648,42.6853 6.42616,42.3741857749753 4.98028206634571,42.358 4.90506,40.7069468355228 5.14489319663752))"
166,57,"POLYGON((42.3741857749753 4.98028206634571,42.3742 4.98028,42.0614350109259 3.51978845985932,42.0484 3.45892,40.400356837118 3.69832174359905,40.4003 3.69833,40.7069468355228 5.14489319663752,40.7229 5.22015,42.3741857749753 4.98028206634571))"
166,58,"POLYGON((41.7399975393601 2.01260035744379,40.0939 2.25172,40.1098422326261 2.32697386521208,40.400356837118 3.69832174359905,40.4163 3.77358,42.0645 3.53416,42.0614350109259 3.51978845985932,41.74 2.0126,41.7399975393601 2.01260035744379))"
166,59,"POLYGON((41.7399975393601 2.01260035744379,41.4472677164073 0.636073644560817,41.4324 0.56616,39.7873322399283 0.805135316577672,39.7873 0.80514,40.1098 2.32698,40.1098422326261 2.32697386521208,41.756 2.08785,41.7399975393601 2.01260035744379))"
166,60,"POLYGON((41.4472677164073 0.636073644560817,41.1414677600717 -0.805135316577672,41.1255 -0.88039,39.4804 -0.64141,39.4815322835927 -0.636073644560767,39.7873322399283 0.805135316577672,39.8033 0.88039,41.4484 0.64141,41.4472677164073 0.636073644560817))"
166,61,"POLYGON((40.818955712159 -2.32697356666783,39.1728 -2.08785,39.1888045234977 -2.01259065710392,39.4815322835927 -0.636073644560767,39.4964 -0.56616,41.1414677600717 -0.805135316577672,41.1415 -0.80514,40.819 -2.32698,40.818955712159 -2.32697356666783))"
166,62,"POLYGON((40.818955712159 -2.32697356666783,40.528443162882 -3.69831174359905,40.5125 -3.77357,38.8643 -3.53415,38.8674062677303 -3.5195849068485,39.1888 -2.01259,39.1888045234977 -2.01259065710392,40.8349 -2.25171,40.818955712159 -2.32697356666783))"
166,63,"POLYGON((40.528443162882 -3.69831174359905,40.5285 -3.69832,40.221853266234 -5.14487321113575,40.2059 -5.22013,38.5546144313703 -4.98025209640713,38.5546 -4.98025,38.8674062677303 -3.5195849068485,38.8804 -3.45891,40.528443162882 -3.69831174359905))"
166,64,"POLYGON((39.9148712109316 -6.59136581792295,39.9016584456455 -6.65361430497775,39.8989 -6.66661,39.8988939896598 -6.66660912695034,38.2435240688595 -6.42615349619304,38.2435 -6.42615,38.5546144313703 -4.98025209640713,38.5708 -4.90503,40.221853266234 -5.14487321113575,40.2219 -5.14488,39.9148712109316 -6.59136581792295))"
166,65,"POLYGON((37.9428874729549 -7.81543987657455,38.2435240688595 -6.42615349619304,38.2598 -6.35094,39.9148712109316 -6.59136581792295,39.9149 -6.59137,39.9016584456455 -6.65361430497775,39.8988939896598 -6.66660912695034,39.6072131349014 -8.03770738276988,39.5912 -8.11298,37.9307 -7.87176,37.9428874729549 -7.81543987657455))"
166,66,"POLYGON((39.6072131349014 -8.03770738276988,39.6073 -8.03772,39.2986567497952 -9.4839137177676,39.2871053636007 -9.5380394507452,39.2826 -9.55915,39.2825831312148 -9.55914754973507,37.9148204345997 -9.36047402773034,37.76053442237 -9.3380633087353,37.6158034636271 -9.31704050310701,37.6158 -9.31704,37.6237886923093 -9.28036534153841,37.7604989108703 -8.65275316425121,37.9428874729549 -7.81543987657455,37.947 -7.79656,39.6072131349014 -8.03770738276988))"
166,67,"POLYGON((37.4934039888312 -10.7902734243384,37.2987 -10.762,37.3036272726883 -10.7395476767635,37.6062725321017 -9.36047052390981,37.6158034636271 -9.31704050310701,37.6238540929245 -9.28035584149465,37.6323 -9.24187,37.7605526491913 -9.26049911290012,37.8972054331553 -9.28034837259677,37.8972429316991 -9.28035381938177,39.2986567497952 -9.4839137177676,39.2987 -9.48392,39.2871053636007 -9.5380394507452,39.2825831312148 -9.55914754973507,38.9728 -11.0051,38.9727097775738 -11.0050868985892,38.253110872643 -10.9005922484556,37.7605137928975 -10.8290610674711,37.4934039888312 -10.7902734243384))"
166,68,"POLYGON((38.9727097775738 -11.0050868985892,38.6775932545736 -12.3755990202107,38.6763571013727 -12.3813396779304,38.6614 -12.4508,38.6613183815237 -12.4507881482443,38.5946118973258 -12.441101751377,37.7605267734554 -12.3199848970252,37.4933859955724 -12.2811935917251,36.979 -12.2065,36.9894931345584 -12.1590827636385,37.2679905547644 -10.9005857981701,37.2857267713725 -10.8204379290669,37.3036272726883 -10.7395476767635,37.3153 -10.6868,37.7605366982344 -10.7514731843575,38.0276305470193 -10.7902700979806,38.2353750543569 -10.8204461793225,38.9889 -10.9299,38.9727097775738 -11.0050868985892))"
166,69,"POLYGON((38.4038202072604 -13.6399089305168,38.386479816277 -13.7199864664061,38.3645846671988 -13.8210977728234,38.3624223883614 -13.831083127904,38.3483 -13.8963,38.3481998579515 -13.8962854521776,37.76055 -13.8109164598109,37.4935837441789 -13.7721337732383,37.1346082127932 -13.7199847273668,36.6563 -13.6505,36.6709533977041 -13.5849094231229,36.8915061492987 -12.5976856746769,36.9264913222202 -12.4410873402565,36.9443989175203 -12.3609305377228,36.9894931345584 -12.1590827636385,36.9957 -12.1313,37.7605272629983 -12.2423929902791,38.0276680362339 -12.2811958268934,38.5767042349654 -12.3609446486724,38.6775932545736 -12.3755990202107,38.6776 -12.3756,38.6763571013727 -12.3813396779304,38.6613183815237 -12.4507881482443,38.6295504868181 -12.5974915721097,38.4038202072604 -13.6399089305168))"
166,70,"POLYGON((37.493758346853 -15.2629805891682,37.4701744648106 -15.2595552681903,36.3303 -15.094,36.3343469700846 -15.0760719697478,36.6709533977041 -13.5849094231229,36.6731 -13.5754,37.1172647806343 -13.6399174617806,37.7605321440184 -13.7333557066422,38.0275062917388 -13.7721352207391,38.3645846671988 -13.8210977728234,38.3646 -13.8211,38.3624223883614 -13.831083127904,38.3481998579515 -13.8962854521776,38.0682920043855 -15.1795059557696,38.0508310883549 -15.259554461649,38.0493851425238 -15.2661833122297,38.0347630526099 -15.3332173927094,38.033 -15.3413,38.0329861509549 -15.3412979885659,37.7605 -15.3017221236859,37.493758346853 -15.2629805891682))"
166,71,"POLYGON((37.7605067634296 -16.5804187939548,37.7318169448936 -16.7108879328268,37.7218985372916 -16.7559926481872,37.7153 -16.786,37.7152447442347 -16.7859919751032,36.0008 -16.537,36.0057256638827 -16.5154257058848,36.3343469700846 -15.0760719697478,36.3474 -15.0189,37.4527157148579 -15.179492548196,37.76055 -15.2242181334822,38.0272916619581 -15.2629733258929,38.0493851425238 -15.2661833122297,38.0495 -15.2662,38.0347630526099 -15.3332173927094,38.0329861509549 -15.3412979885659,37.7605067634296 -16.5804187939548))"
166,72,"POLYGON((37.4115829847779 -18.1550830057226,37.3996495195387 -18.2088862908393,37.3949 -18.2303,37.3948534285131 -18.2302932337097,35.6673 -17.9793,35.6727739675594 -17.9556221255,36.0057256638827 -16.5154257058848,36.0181 -16.4619,37.7318169448936 -16.7108879328268,37.7319 -16.7109,37.7218985372916 -16.7559926481872,37.7152447442347 -16.7859919751032,37.4115829847779 -18.1550830057226))"
166,73,"POLYGON((37.0882280243061 -19.5988895500486,37.0812263540091 -19.6301409077155,37.0714 -19.674,37.0712989882191 -19.6739853295175,35.3294 -19.421,35.3365410244748 -19.3905250652197,35.6727739675594 -17.9556221255,35.6848 -17.9043,37.4115829847779 -18.1550830057226,37.4117 -18.1551,37.3996495195387 -18.2088862908393,37.3948534285131 -18.2302932337097,37.0882280243061 -19.5988895500486))"
166,74,"POLYGON((36.7615073785603 -21.0421865514661,36.7537426999309 -21.0764794195025,36.7445 -21.1173,36.7443897490602 -21.1172839864226,34.9868 -20.862,34.998417649023 -20.8131207489482,35.3365410244748 -19.3905250652197,35.3471 -19.3461,37.0882280243061 -19.5988895500486,37.0883 -19.5989,37.0812263540091 -19.6301409077155,37.0712989882191 -19.6739853295175,36.7615073785603 -21.0421865514661))"
166,75,"POLYGON((36.4309166944966 -22.4848879019632,36.424458998926 -22.5130611998565,36.4137 -22.56,36.4135612078262 -22.5599798396313,34.6389 -22.3022,34.6442069466408 -22.280219259553,34.998417649023 -20.8131207489482,35.0047 -20.7871,36.7615073785603 -21.0421865514661,36.7616 -21.0422,36.7537426999309 -21.0764794195025,36.7443897490602 -21.1172839864226,36.4309166944966 -22.4848879019632))"
166,76,"POLYGON((36.0960261135574 -23.9270747460576,36.0835716523676 -23.9806953718158,36.0786 -24.0021,36.0785305874963 -24.0020899163745,34.2854 -23.7416,34.2962366481442 -23.6974635387716,34.6442069466408 -22.280219259553,34.6572 -22.2273,36.4309166944966 -22.4848879019632,36.431 -22.4849,36.424458998926 -22.5130611998565,36.4135612078262 -22.5599798396313,36.0960261135574 -23.9270747460576))"
166,77,"POLYGON((35.756576030856 -25.3684819949902,35.7483436910079 -25.4034204784652,35.7389 -25.4435,35.7387577903566 -25.4434793414846,33.9257 -25.1801,33.9389148791004 -25.1272230128435,34.2962366481442 -23.6974635387716,34.3039 -23.6668,36.0960261135574 -23.9270747460576,36.0962 -23.9271,36.0835716523676 -23.9806953718158,36.0785305874963 -24.0020899163745,35.756576030856 -25.3684819949902))"
166,78,"POLYGON((35.4119291605692 -26.8092751897582,35.4015729658706 -26.8525530621174,35.394 -26.8842,35.3938750743352 -26.8841818548672,33.5592 -26.6177,33.5700586109725 -26.5750772041659,33.9389148791004 -25.1272230128435,33.9445 -25.1053,35.756576030856 -25.3684819949902,35.7567 -25.3685,35.7483436910079 -25.4034204784652,35.7387577903566 -25.4434793414846,35.4119291605692 -26.8092751897582))"
166,79,"POLYGON((35.0616351691636 -28.2492760570493,35.0522702322896 -28.2877543398551,35.0434 -28.3242,35.0432438766085 -28.3241773209347,33.1854 -28.0543,33.1923946660451 -28.0274016824583,33.5700586109725 -26.5750772041659,33.5784 -26.543,35.4119291605692 -26.8092751897582,35.4121 -26.8093,35.4015729658706 -26.8525530621174,35.3938750743352 -26.8841818548672,35.0616351691636 -28.2492760570493))"
166,80,"POLYGON((34.7051461009371 -29.688463121485,34.6916214285456 -29.7430376257515,34.6866 -29.7633,34.6865057327142 -29.7632863072374,32.8037 -29.4898,32.8118269818126 -29.4592235975749,33.1923946660451 -28.0274016824583,33.2051 -27.9796,35.0616351691636 -28.2492760570493,35.0618 -28.2493,35.0522702322896 -28.2877543398551,35.0432438766085 -28.3241773209347,34.7051461009371 -29.688463121485))"
166,81,"POLYGON((34.3420048896161 -31.1268716480064,34.3324011275917 -31.1648847599481,34.3231 -31.2017,34.3229110378639 -31.2016725417643,32.4134 -30.9242,32.4252208629318 -30.8807358621733,32.8118269818126 -29.4592235975749,32.8238 -29.4152,34.7051461009371 -29.688463121485,34.7054 -29.6885,34.6916214285456 -29.7430376257515,34.6865057327142 -29.7632863072374,34.3420048896161 -31.1268716480064))"
166,82,"POLYGON((33.9714034132954 -32.564271439156,33.962419942486 -32.5990953421498,33.9521 -32.6391,33.9518741690749 -32.6390671825785,32.0136 -32.3574,32.0217552156813 -32.3281436730803,32.4252208629318 -30.8807358621733,32.4339 -30.8496,34.3420048896161 -31.1268716480064,34.3422 -31.1269,34.3324011275917 -31.1648847599481,34.3229110378639 -31.2016725417643,33.9714034132954 -32.564271439156))"
166,83,"POLYGON((33.5926151912451 -34.000773145198,33.584552186749 -34.0313345005892,33.5729 -34.0755,33.5726329269666 -34.0754611840838,31.6037 -33.7893,31.6137478071253 -33.7541816318945,32.0217552156813 -32.3281436730803,32.0347 -32.2829,33.9714034132954 -32.564271439156,33.9716 -32.5643,33.962419942486 -32.5990953421498,33.9518741690749 -32.6390671825785,33.5926151912451 -34.000773145198))"
166,84,"POLYGON((33.205085959571 -35.4361688954446,33.1965216446954 -35.4678751271035,33.1849 -35.5109,33.1846095518865 -35.5108577862346,31.1827 -35.2199,31.1938138982881 -35.1821087281439,31.6137478071253 -33.7541816318945,31.6253 -33.7149,33.5926151912451 -34.000773145198,33.5928 -34.0008,33.584552186749 -34.0313345005892,33.5726329269666 -34.0754611840838,33.205085959571 -35.4361688954446))"
166,85,"POLYGON((32.807783168947 -36.8705684793375,32.7996013218685 -36.900091213057,32.7871 -36.9452,32.786768696886 -36.9451518370639,30.7496 -36.649,30.7593649780833 -36.6167539105024,31.1938138982881 -35.1821087281439,31.2049 -35.1455,33.205085959571 -35.4361688954446,33.2053 -35.4362,33.1965216446954 -35.4678751271035,33.1846095518865 -35.5108577862346,32.807783168947 -36.8705684793375))"
182,34,"POLYGON((25.4640534453128 36.6667588350357,25.4452437972124 36.6065366852128,25.4386578493877 36.5854507013332,25.4353 36.5747,25.4 36.5798312978974,25.3613421506123 36.5854507013332,25.3611309030298 36.5854814088198,23.4000116410296 36.8705546990663,23.3997 36.8706,23.4116986139816 36.9127222588161,23.4209400268039 36.9451651045748,23.8079634618587 38.3038471427019,23.820870443072 38.3491583098113,23.8292 38.3784,23.8294345608505 38.3783658874014,24.8455607577016 38.2305888605077,25.4 38.1499557825752,25.6669137807387 38.1111380401759,25.9044 38.0766,25.8939248006319 38.0430619442955,25.4640534453128 36.6667588350357))"
182,35,"POLYGON((23.0122162184712 35.4713569154739,23.0231651238922 35.5108614668601,23.4000116410296 36.8705546990663,23.4116986139816 36.9127222588161,23.4207 36.9452,23.4209400268039 36.9451651045748,25.3359465546872 36.6667588350357,25.4 36.6574466575047,25.4581 36.649,25.4452437972124 36.6065366852128,25.4388690969702 36.5854814088198,25.4 36.4570989674868,25.0140686568942 35.1823894456074,25.0029 35.1455,23.0027352729276 35.4362657981567,23.0025 35.4363,23.0122162184712 35.4713569154739))"
182,36,"POLYGON((22.6150895714489 34.0007724545247,22.6149 34.0008,22.6231877516263 34.0314748375756,22.635071830347 34.0754604926644,23.0027352729276 35.4362657981567,23.0122162184712 35.4713569154739,23.0229 35.5109,23.0231651238922 35.5108614668601,25.0251 35.2199,25.0140686568942 35.1823894456074,24.590479753502 33.7420340465896,24.5825 33.7149,22.6150895714489 34.0007724545247))"
182,37,"POLYGON((22.2363965867046 32.564271439156,22.2362 32.5643,22.2454825482113 32.5994926413872,22.2559210656045 32.6390678734107,22.6150895714489 34.0007724545247,22.6231877516263 34.0314748375756,22.6348 34.0755,22.635071830347 34.0754604926644,24.604 33.7893,24.590479753502 33.7420340465896,24.1823484400546 32.3152319798055,24.1731 32.2829,22.2363965867046 32.564271439156))"
182,38,"POLYGON((21.8657951103838 31.1268716480064,21.8656 31.1269,21.875398872408 31.1648847599473,21.8848889621361 31.2016725417643,22.2363965867046 32.564271439156,22.2454825482113 32.5994926413872,22.2557 32.6391,22.2559210656045 32.6390678734107,24.1941 32.3574,24.1823484400546 32.3152319798055,23.7826627600342 30.8810433355058,23.7739 30.8496,21.8657951103838 31.1268716480064))"
